source,query,title,authors,year,doi,venue,url,relevance_score,notes
crossref,robot forgetting continual learning,towards mitigation of latency and forgetting in vehicular federated continual learning,Chothani; Shah; Kasi; Paul,2025,10.1109/hipcw66559.2025.00064,"2025 IEEE 32nd International Conference on High Performance Computing, Data and Analytics Workshop (HiPCW)",https://doi.org/10.1109/hipcw66559.2025.00064,3,
crossref,robot domain shift manipulation,towards practical adaptation to domain shift in deep vision learning,; Wang,2025,10.14264/2dc4c87,,https://doi.org/10.14264/2dc4c87,3,
crossref,robot forgetting continual learning,towards unbiased continual learning: avoiding forgetting in the presence of spurious correlations,Capitani; Bonicelli; Porrello; Bolelli; Calderara; Ficarra,2025,10.1109/wacv61041.2025.00251,2025 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),https://doi.org/10.1109/wacv61041.2025.00251,3,
crossref,robot continual learning manipulation,train your robot in ar: insights and challenges for humans and robots in continual teaching and learning,Belardinelli; Wang; Tanneberg; Hasler; Gienger,2025,10.3389/frobt.2025.1605652,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2025.1605652,3,
crossref,robotics drift detection,unsupervised concept drift detection from deep learning representations in real-time_supp1-3593123.pdf,Greco,2025,10.1109/tkde.2025.3593123/mm1,,https://doi.org/10.1109/tkde.2025.3593123/mm1,3,
arxiv,,vireskill: vision-grounded replanning with skill memory for llm-based planning in lifelong robot learning,Tomoyuki Kagaya; Subramanian Lakshmi; Anbang Ye; Thong Jing Yuan; Jayashree Karlekar; Sugiri Pranata; Natsuki Murakami; Akira Kinose; Yang You,2025,,arXiv,http://arxiv.org/abs/2509.24219v1,3,
arxiv,,"wheeled lab: modern sim2real for low-cost, open-source wheeled robotics",Tyler Han; Preet Shah; Sidharth Rajagopal; Yanda Bao; Sanghun Jung; Sidharth Talia; Gabriel Guo; Bryan Xu; Bhaumik Mehta; Emma Romig; Rosario Scalise; Byron Boots,2025,,arXiv,http://arxiv.org/abs/2502.07380v2,3,
crossref,world model robot adaptation,world health survey plus,,2025,10.2471/b09426,,https://doi.org/10.2471/b09426,3,
crossref,robot fault recovery manipulation,3d visualization and interactive image manipulation for surgical planning in robot-assisted surgery,; Maddah,2026,10.70675/6950032fzf0e7z44d5z8679z39c988e1327b,,https://doi.org/10.70675/6950032fzf0e7z44d5z8679z39c988e1327b,3,
crossref,policy drift robotics,a low‐drift legged robot state‐estimation system through combined physics‐informed contact estimation network and full joint state,Xie; Li; Zhou; Xu,2026,10.1002/rob.70253,Journal of Field Robotics,https://doi.org/10.1002/rob.70253,3,
crossref,robot adaptability physical drift,a reconfigured wheel-legged robot for enhanced steering and adaptability,Song; Xu; Zheng; Li; Bi; Ma,2026,10.1109/lra.2026.3688384,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2026.3688384,3,
crossref,robot policy drift,a standardized multi-cloud governance model for policy consistency and drift detection,Marella,2026,10.2139/ssrn.6713338,,https://doi.org/10.2139/ssrn.6713338,3,
crossref,continual robot learning,adaptive and efficient continual learning in dynamic environments,; Yang,2026,10.70675/77589246z70dfz4da8za0f0z645d1e2fa13e,,https://doi.org/10.70675/77589246z70dfz4da8za0f0z645d1e2fa13e,3,
crossref,robot adaptation drift,adversarial linguistic adaptation in chat evidence: a four-layer detection model for forensic nlp that survives suspect drift,Antonsen,2026,10.2139/ssrn.6838889,,https://doi.org/10.2139/ssrn.6838889,3,
crossref,robot adaptability physical drift,amphibious robot locomotion,,2026,10.1088/1361-665x/ae5ffb/data1,,https://doi.org/10.1088/1361-665x/ae5ffb/data1,3,
crossref,robot policy drift,"analyst forecast dispersion, anomaly decay, and post-earnings drift under monetary policy uncertainty",Redoy,2026,10.2139/ssrn.6528578,,https://doi.org/10.2139/ssrn.6528578,3,
crossref,robot adaptation drift,anticipating disengagement: physiology-informed adaptation for child–robot reading companions,Zhao,2026,10.1145/3757279.3785598,Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,https://doi.org/10.1145/3757279.3785598,3,
crossref,robot calibration drift,application-oriented optimization of robot elastostatic calibration : implementation on hexapod positioning systems,; Kalas,2026,10.70675/15500df2z263ez4cd6z8ae8zde5f379b5f4f,,https://doi.org/10.70675/15500df2z263ez4cd6z8ae8zde5f379b5f4f,3,
crossref,world model robot adaptation,arya: a physics-constrained composable &amp; deterministic world model architecture,Dobrin; Chmiel,2026,10.66311/3070-6491.02.02.05,"Journal of Advanced Robotics, Autonomous Systems and Human-Machine Interaction",https://doi.org/10.66311/3070-6491.02.02.05,3,
arxiv,,beyond dense futures: world models as structured planners for robotic manipulation,Minghao Jin; Mozheng Liao; Mingfei Han; Zhihui Li; Xiaojun Chang,2026,,arXiv,http://arxiv.org/abs/2603.12553v1,3,
arxiv,,beyond static instruction: a multi-agent ai framework for adaptive augmented reality robot training,Nicolas Leins; Jana Gonnermann-Müller; Malte Teichmann; Sebastian Pokutta,2026,https://doi.org/10.1145/3776734.3794542,arXiv,http://arxiv.org/abs/2603.00016v2,3,
crossref,robot forgetting continual learning,cl-gan: mitigating catastrophic forgetting in generative adversarial networks under continual learning,Hoang,2026,10.1016/j.asoc.2026.115538,Applied Soft Computing,https://doi.org/10.1016/j.asoc.2026.115538,3,
crossref,robot forgetting continual learning,comparison of catastrophic forgetting mitigation strategies in continual learning systems,"Vanaparthi; Seelam,; A.",2026,10.33425/3066-1226.1185,Global Journal of Engineering Innovations and Interdisciplinary Research,https://doi.org/10.33425/3066-1226.1185,3,
crossref,continual robot learning,continual forgetting-free deep learning from high-dimensional data streams,; Besedin,2026,10.70675/a822f401z33ddz43d7zb874z26ff51313033,,https://doi.org/10.70675/a822f401z33ddz43d7zb874z26ff51313033,3,
crossref,robot continual learning manipulation,continual learning for computer vision,; Douillard,2026,10.70675/df29f1e7z8f26z482bz8a5ezd3b4fce5fe4c,,https://doi.org/10.70675/df29f1e7z8f26z482bz8a5ezd3b4fce5fe4c,3,
crossref,robot continual learning manipulation,continual learning for image classification,; Dutt,2026,10.70675/d70231fdz40e0z442ez83f3z35573aa15cba,,https://doi.org/10.70675/d70231fdz40e0z442ez83f3z35573aa15cba,3,
arxiv,,continual quadruped robots coordination via semantic skill discovery,Daoqing Wang; Yuchen Xiao; Weixuan Huang; Zhilong Zhang; Shenghua Wan; Meng Li; Lei Yuan; Yang Yu,2026,,arXiv,http://arxiv.org/abs/2606.08102v2,3,
crossref,world model robot adaptation,coordinated world model learning for deep space robot teams,Skulimowski,2026,10.1109/aero66936.2026.11519895,2026 IEEE Aerospace Conference,https://doi.org/10.1109/aero66936.2026.11519895,3,
crossref,robot calibration drift,correction of systematic calibration drift in weather radar observations to improve precipitation uncertainty modelling,Tyagi; Das,2026,10.5194/egusphere-egu26-504,,https://doi.org/10.5194/egusphere-egu26-504,3,
crossref,robotics drift detection,deep learning based anomaly and drift detection : application to predictive maintenance in embedded systems,; Zoubeirou A Mayaki,2026,10.70675/e8e2614az79ffz4901z9c79ze9f9889ba9c4,,https://doi.org/10.70675/e8e2614az79ffz4901z9c79ze9f9889ba9c4,3,
crossref,robot adaptability physical drift,design and analysis of a multimode sarrus-derived mechanism for enhancing robot adaptability,Tan; Liu; Yang; Wang; Wei,2026,10.1115/1.4071441,Journal of Mechanical Design,https://doi.org/10.1115/1.4071441,3,
crossref,robot adaptation drift,"detecting code from evolving llms: temporal drift, generalization, and adaptation",Dauber,2026,10.1109/ccwc67433.2026.11393797,2026 IEEE 16th Annual Computing and Communication Workshop and Conference (CCWC),https://doi.org/10.1109/ccwc67433.2026.11393797,3,
crossref,embodied agent adaptation,distributed embodied evolutionary adaptation of behaviors in swarms of robotic agents,; Fernández Pérez,2026,10.70675/f24c470ezb099z4a59za9bfzf92adc6f6dce,,https://doi.org/10.70675/f24c470ezb099z4a59za9bfzf92adc6f6dce,3,
crossref,robotics drift detection,drift-adaptive intrusion detection for enterprise networks,Ramasahayam,2026,10.22541/au.177402875.52526953/v1,,https://doi.org/10.22541/au.177402875.52526953/v1,3,
arxiv,,drift-based policy optimization: native one-step policy learning for online robot control,Yuxuan Gao; Yedong Shen; Shiqi Zhang; Wenhao Yu; Yifan Duan; Jia pan; Jiajia Wu; Jiajun Deng; Yanyong Zhang,2026,,arXiv,http://arxiv.org/abs/2604.03540v3,3,
crossref,continual robot learning,dual-cba: improving online continual learning via dual continual bias adaptors from a bi-level optimization perspective_supp1-3673777.pdf,Wang,2026,10.1109/tpami.2026.3673777/mm1,,https://doi.org/10.1109/tpami.2026.3673777/mm1,3,
crossref,robot calibration drift,dual-robot ultrasound-guided drilling system calibration for accurate spine surgery_supp1-3699209.mp4,Davoodi,2026,10.1109/tmrb.2026.3699209/mm1,,https://doi.org/10.1109/tmrb.2026.3699209/mm1,3,
crossref,robot online adaptation manipulation,dynamic balance control and postural adaptation in human-robot collaborative manipulation: within-subject experimental study,de Nobile; Bibbo; Ranaldi; Schmid; Corvini; Conforto,2026,10.2196/79930,JMIR Human Factors,https://doi.org/10.2196/79930,3,
crossref,robot fault recovery manipulation,dynamic task reassignment for multi-robot collaborative inspection with fault recovery,Huo; Dai; Chen; Ren,2026,10.1109/iseae69422.2026.11545141,"2026 8th International Conference on Information Science, Electrical and Automation Engineering (ISEAE)",https://doi.org/10.1109/iseae69422.2026.11545141,3,
crossref,world model robot adaptation,efficient adaptation of reinforcement learning agents : from model-free exploration to symbolic world models,; Kamienny,2026,10.70675/eb3ca119z46c6z44c2zb8a4z75d2bd53def8,,https://doi.org/10.70675/eb3ca119z46c6z44c2zb8a4z75d2bd53def8,3,
crossref,robot skill aging,embodied robot systems : control and learning for skill-transfer from humans,; Gourmelen,2026,10.70675/34f93318zdcc3z41cbz9961z3bf54c1beb8e,,https://doi.org/10.70675/34f93318zdcc3z41cbz9961z3bf54c1beb8e,3,
crossref,robot adaptability physical drift,employees' adaptation to human–robot cooperation: a career adaptability perspective,Salcedo-Gil; Le Blanc; Rispens; Ulfert,2026,10.1108/cdi-10-2024-0424,Career Development International,https://doi.org/10.1108/cdi-10-2024-0424,3,
crossref,embodied agent adaptation,"empowering xr learning: a framework for embodied pedagogical agents, validated using an ai-enhanced agent-based simulator",Doumanis; Economou; Tsioutas,2026,10.36227/techrxiv.177220473.35599231/v1,,https://doi.org/10.36227/techrxiv.177220473.35599231/v1,3,
crossref,robot forgetting continual learning,enhancing continual learning for software vulnerability prediction: addressing catastrophic forgetting via hybrid‑confidence‑aware selective replay for temporal llm fine-tuning,Dou; Bahsi; Guerra-Manzanares,2026,10.5220/0014640400004061,Proceedings of the 12th International Conference on Information Systems Security and Privacy,https://doi.org/10.5220/0014640400004061,3,
arxiv,,"evidence of an emergent ""self"" in continual robot learning",Adidev Jhunjhunwala; Judah Goldfeder; Hod Lipson,2026,,arXiv,http://arxiv.org/abs/2603.24350v2,3,
crossref,robot continual learning manipulation,exploring continual learning and neuroevolution for decentralized continual learning,Lavorel; Kabachi; Benkhelifa,2026,10.1109/aaiml67890.2026.11498072,2026 International Conference on Advances in Artificial Intelligence and Machine Learning (AAIML),https://doi.org/10.1109/aaiml67890.2026.11498072,3,
crossref,robot fault recovery manipulation,fault-tolerant manipulation of quantum information with ldpc stabilizer codes,; Guernut,2026,10.70675/5ce1a846zc6a5z4918z83a4z8da52185d637,,https://doi.org/10.70675/5ce1a846zc6a5z4918z83a4z8da52185d637,3,
crossref,robot adaptation drift,feature drift-aware boosted ensemble (fdabe) for concept drift adaptation in industrial sensor dataset,Dande; Pund; Deshmukh,2026,10.2139/ssrn.6076347,,https://doi.org/10.2139/ssrn.6076347,3,
crossref,robot forgetting continual learning,fedta++: a temporal-aware framework for mitigating spatial-temporal catastrophic forgetting in federated continual learning,Iqbal; Choudhry; Khan; Ullah,2026,10.1109/datascimi67380.2026.11523959,"2026 International Conference on Data Science, Machine Learning, and Intelligence (DataSciMI)",https://doi.org/10.1109/datascimi67380.2026.11523959,3,
crossref,robot domain shift manipulation,figure 6: pgls artifact transfer (horizontal banding) to simulate acquisition-induced domain shift.,,2026,10.7717/peerj-cs.3577/fig-6,,https://doi.org/10.7717/peerj-cs.3577/fig-6,3,
crossref,dexterous manipulation adaptation,intrinsic tactile sensing system for robotic dexterous manipulation,; Ospina Triviño,2026,10.70675/a91a3998z6154z49edzbf06zde9d3f111e20,,https://doi.org/10.70675/a91a3998z6154z49edzbf06zde9d3f111e20,3,
arxiv,,irosa: interactive robot skill adaptation using natural language,Markus Knauer; Samuel Bustamante; Thomas Eiband; Alin Albu-Schäffer; Freek Stulp; João Silvério,2026,https://doi.org/10.1109/LRA.2026.3671560,arXiv,http://arxiv.org/abs/2603.03897v3,3,
crossref,robot skill aging,irosa: interactive robot skill adaptation using natural language_supp1-3671560.mp4,Knauer,2026,10.1109/lra.2026.3671560/mm1,,https://doi.org/10.1109/lra.2026.3671560/mm1,3,
